,store,si,do,address
553,월평1호,대전,서구,대전 서구 월평동 525
554,탄방,대전,서구,대전 서구 탄방동 1007
555,관저1호,대전,유성구,대전 유성구 원내동 829 외 1필지
556,관평,대전,유성구,대전 유성구 관평동 1056
557,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호
558,노은2지구,대전,유성구,대전 유성구 지족동 985-2
559,도안1지구,대전,유성구,대전 유성구 상대동 469-9
560,송강,대전,유성구,대전 유성구 봉산동 198-13
561,신성,대전,유성구,대전 유성구 신성동 137-15
562,유성,대전,유성구,대전 유성구 봉명동 621-1
563,전민,대전,유성구,대전 유성구 문지동 635-8
564,한밭대,대전,유성구,대전 유성구 덕명동 592-6
565,대사부사,대전,중구,대전 중구 대사동 69-53
566,대흥,대전,중구,대전 중구 대흥동 204-3
567,문화1호,대전,중구,대전 중구 문화동 466-16
568,용두오류,대전,중구,대전 중구 오류동 153-27
569,중촌목동,대전,중구,대전 중구 중촌동 12-5
570,태평1호,대전,중구,대전 중구 유천동 326-13
571,공업탑,울산,남구,울산  남구 신정동 1224-9
572,달동,울산,남구,울산 남구 달동 135-2
573,무거1호,울산,남구,울산 남구 무거동 1484-2
574,삼산(울산),울산,남구,울산 남구 달동 1266-9
575,삼산2호,울산,남구,울산 남구 삼산동 203-15
576,수암,울산,남구,울산 남구 야음동 692-6
577,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1
578,야음1호,울산,남구,울산 남구 야음동 715-3
579,야음2호,울산,남구,울산 남구 야음1동 455-8
580,옥동(울산),울산,남구,울산 남구 옥동 584-11
581,울대,울산,남구,울산 남구 무거동 623-6
582,남목서부,울산,동구,울산 동구 서부동 113-33
583,방어,울산,동구,울산 동구 방어동 1087-9
584,전하,울산,동구,울산 동구 전하2동 634-4
585,화정,울산,동구,울산 동구 일산동 581-36
586,강동산하,울산,북구,울산 북구 산하동 89
587,송정지구,울산,북구,울산 북구 송정동 407
588,양정염포,울산,북구,울산 북구 양정동 497-11
589,진장명촌,울산,북구,울산 북구 명촌동 692-3
590,호계1호(울산),울산,북구,울산 북구 호계동 286-15
591,호계2호,울산,북구,울산 북구 신천동 107-4
592,화봉,울산,북구,울산 북구 연암동 414-3
593,교동(울산),울산,울주군,울산 울주군 삼남면 교동리 1578-1
594,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6
595,남창,울산,울주군,울산 울주군 온양읍 대안리 179-10
596,덕신,울산,울주군,울산 울주군 덕신리 1294-2
597,덕하,울산,울주군,울산 울주군 상남리 818-17
598,언양,울산,울주군,울산 울주군 언양읍 남부리 256-2
599,웅촌,울산,울주군,울산 울주군 청량면 삼정리 755-1 가동 216호
600,천상,울산,울주군,울산 울주군 범서읍 천상리 650-5
601,다운,울산,중구,울산 중구 다운동 536-1
602,반구1호,울산,중구,울산 중구 반구동 874-3
603,반구2호,울산,중구,울산 중구 반구동 99-17
604,복산,울산,중구,울산 중구 복산동 399-12
605,성안,울산,중구,울산 중구 성안동 804-10
606,약사병영,울산,중구,울산 중구 약사동 629-17
607,옥교,울산,중구,울산 중구 학산동 3-27
608,우정,울산,중구,울산 중구 우정동 436-41
609,우정혁신,울산,중구,울산 중구 유곡동 473-8
610,태화,울산,중구,울산 중구 태화동 117-2
611,한솔,세종,한솔동,세종 한솔동 927
612,도담,세종,도담동,세종 도담동 655 해피라움7동
613,세종아름,세종,아름동,세종  아름동 1363
614,보람,세종시,보람동,세종시 보람동 628-4
615,고운,세종,고운동,세종 고운동 1718
616,조치원1호,세종,조치원읍,세종 조치원읍 죽림리 21-1 삼일아파트 상가 109호
617,다정,세종특별자치시,다정동,세종특별자치시 다정동 363-10
618,가평,경기,가평군,경기 가평군 가평읍 대곡리 168-5
619,청평,경기,가평군,경기 가평군 청평면 청평리 452-5
620,현리,경기,가평군,경기 가평군 하면 현리 259-7
621,고양동,경기,고양시,경기 고양시 덕양구 고양동 176-8 104호
622,삼송,경기도,고양시,경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호
623,원당,경기,고양시,경기 고양시 덕양구 성사동 519-2
624,원흥,경기,고양시,경기 고양시 덕양구 도내동 966
625,행신1호,경기,고양시,경기 고양시 덕양구 행신동 995-2
626,행신역,경기,고양시,경기 고양시 덕양구 행신동 708-3
627,향동지구,경기,고양시,경기 고양시 덕양구 향동동 460-6
628,화정1호(고양),경기,고양시,경기 고양시 덕양구 화정동 906-5 1층 102호
629,화정역,경기,고양시,경기 고양시 덕양구 화정동 979-2
630,강선,경기,고양시,경기 고양시 일산동구 정발산동 687-5
631,밤가시후곡,경기,고양시,경기 고양시 일산동구 정발산동 1093
632,백마강촌,경기,고양시,경기 고양시 일산동구 마두동 753-3
633,백송,경기,고양시,경기 고양시 일산동구 백석동 1225 중앙프라자 103호
634,식사,경기,고양시,경기 고양시 일산동구 식사동 1531
635,중산,경기,고양시,경기 고양시 일산동구 중산동 1667-3
636,풍동,경기,고양시,경기 고양시 일산동구 풍동 1273-5
637,호수,경기,고양시,경기 고양시 일산동구 백석동 1414-15
638,구일산,경기,고양시,경기 고양시 일산서구 일산동 967-6
639,대화,경기,고양시,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호)
640,주엽,경기,고양시,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호
641,킨텍스,경기,고양시,경기 고양시 일산서구 대화동 2606
642,탄현,경기,고양시,경기 고양시 일산서구 탄현동 1562-5
643,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호
644,과천역,경기,과천시,경기 과천시 부림동 49
645,광명1호,경기,광명시,경기 광명시 광명동 158-1015
646,광명역,경기,광명시,"경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호"
647,소하1호,경기,광명시,경기 광명시 소하동 1240-1
648,소하2호,경기,광명시,경기 광명시 소하동 1342-1
649,철산1호,경기,광명시,경기 광명시 철산동 210-1
650,철산2호,경기,광명시,경기 광명시 철산동 92-1
651,철산역,경기,광명시,경기 광명시 철산동 429
652,하안1호,경기,광명시,"경기 광명시 하안동 35-5, 영보빌딩 102호"
653,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9
654,광주1호,경기,광주시,경기 광주시 경안동 154-1
655,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4
656,양벌,경기,광주시,경기 광주시 오포읍 양벌리 290-3
657,초월,경기,광주시,경기 광주시 초월읍 경충대로 1255
658,태전(경기광주),경기,광주시,경기 광주시 태전동 261-14
659,회덕,경기,광주시,경기 광주시 목현동 1-2
660,갈매,경기,구리시,"경기 구리시 갈매동 608-1 101호, 102호"
661,수택,경기,구리시,경기 구리시 수택동 433-49
662,인창,경기,구리시,경기 구리시 인창동 344-7
663,토평,경기,구리시,경기 구리시 토평동 999-2
664,금정역,경기,군포시,경기 군포시 산본동 236-2
665,당동1호,경기,군포시,경기 군포시 당동 917-4 103호(중앙프라자)
666,부곡(군포),경기,군포시,경기 군포시 부곡동 1120-4
667,산본1호,경기,군포시,경기 군포시 산본동 1151
668,산본사거리,경기,군포시,경기 군포시 산본동 1060 산본타운 2층
669,산본역,경기,군포시,경기 군포시 산본동 1132-2
670,호계3호,경기,군포시,경기 군포시 당정동 2-3
671,구래,경기,김포시,경기 김포시 구래동 6883-1
672,북변,경기,김포시,경기 김포시 감정동 529-3
673,사우,경기,김포시,경기 김포시 사우동 998
674,양곡,경기,김포시,경기 김포시 양촌읍 양곡리 1302-2
675,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층
676,장기1호,경기,김포시,경기 김포시 장기동 1911-4
677,통진1호,경기,김포시,경기 김포시 통진읍 서암리 758-79
678,풍무,경기,김포시,경기 김포시 풍무동 191-2
679,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2
680,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91
681,도농1호,경기,남양주시,경기 남양주시 다산동 608
682,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8
683,별내2호,경기,남양주시,경기 남양주시 별내동 846-7
684,별내역,경기,남양주시,경기 남양주시 별내동 1006-1
685,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19
686,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4
687,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1
688,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1
689,창현,경기,남양주시,경기 남양주시 화도읍 창현리 731-3
690,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14
691,평내,경기,남양주시,경기 남양주시 평내동 582-5
692,호평,경기,남양주시,경기 남양주시 호평동 656-1
693,생연,경기,동두천시,경기 동두천시 생연동 689-28
694,송내(동두천),경기,동두천시,경기 동두천시 지행동 694 예일 복합타워 114호
695,괴안,경기,부천시,경기 부천시 소사구 괴안동 39-2
696,송내(부천),경기,부천시,경기 부천시 소사구 송내1동 366-13
697,심곡1호,경기,부천시,경기 부천시 소사구 심곡본동 678-17
698,고강1호,경기,부천시,경기 부천시 오정구 고강1동 305-4
699,원종도당,경기,부천시,경기 부천시 오정구 원종1동 281-15
700,복사골,경기,부천시,경기 부천시 원미구 중동 716-4
701,상동1호,경기,부천시,경기 부천시 원미구 상2동 546-6 110호
702,상동역,경기,부천시,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호
703,송내로데오,경기,부천시,경기 부천시 원미구 상동 400-2
704,신중동,경기,부천시,경기 부천시 원미구 중동 1147-1
705,역곡2동,경기,부천시,경기 부천시 원미구 역곡동 48-5
706,중동2호,경기,부천시,경기 부천시 원미구 중4동 1033-3
707,중동꿈마을,경기,부천시,경기 부천시 원미구 심곡동 93-1
708,동판교,경기,성남시,경기 성남시 분당구 삼평동 664
709,무지개마을,경기,성남시,경기 성남시 분당구 구미동 212-2
710,미금,경기,성남시,경기 성남시 분당구 구미동 50-2
711,분당효자,경기,성남시,경기 성남시 분당구 서현동 333-1
712,서판교,경기,성남시,경기 성남시 분당구 판교동 612-3
713,서현,경기,성남시,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가"
714,수내1호,경기,성남시,경기 성남시 분당구 수내동 32 양지마을청구아파트
715,아름마을,경기,성남시,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호"
716,야탑1호,경기,성남시,경기 성남시 분당구 야탑동 272-4
717,야탑역,경기,성남시,경기 성남시 분당구 야탑동 376-13
718,정자,경기,성남시,경기 성남시 분당구 정자동 17-5
719,고등,경기,성남시,경기 성남시 수정구 고등동 595-11
720,성남위례,경기,성남시,경기 성남시 수정구 창곡동 547-8
721,수진1호,경기,성남시,경기 성남시 수정구 수진동 88번지 102호
722,신흥1호,경기,성남시,경기 성남시 수정구 신흥동 34
723,태평1동,경기,성남시,경기 성남시 수정구 태평동 6147-2
724,금광1호,경기,성남시,경기 성남시 중원구 금광동 2706
725,모란역,경기,성남시,경기 성남시 중원구 성남동 3249
726,은행1호(성남),경기,성남시,경기 성남시 중원구 은행동 663-3
727,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4
728,권선1호,경기,수원시,경기 수원시 권선구 권선동 1260-5
729,금곡1호,경기,수원시,경기 수원시 권선구 금곡동 1088-1
730,매교,경기,수원시,경기 수원시 권선구 세류동 97-5
731,오목고색,경기,수원시,경기 수원시 권선구 오목천동 314-20
732,탑동(수원),경기,수원시,경기 수원시 권선구 서둔동 240-5
733,호매실,경기,수원시,경기 수원시 권선구 금곡동 1137-3
734,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호
735,매탄1호,경기,수원시,경기 수원시 영통구 매탄동 1170-4
736,매탄2호,경기,수원시,경기 수원시 영통구 매탄2동 199-69
737,매탄3호,경기,수원시,경기 수원시 영통구 매탄4동 208-21
738,신동1호,경기,수원시,경기 수원시 영통구 신동 935-3
739,신영통1호,경기,수원시,경기 수원시 영통구 망포동 381-2
740,영통1호,경기,수원시,경기 수원시 영통구 영통동 1005-1
741,영통2호,경기,수원시,경기 수원시 영통구 영통동 952-5
742,연무1호,경기,수원시,경기 수원시 장안구 연무동 249-13
743,영화,경기,수원시,경기 수원시 장안구 영화동 425-3
744,율전1호,경기,수원시,경기 수원시 장안구 율전동 298-8
745,정자1호,경기,수원시,경기 수원시 장안구 정자동 41-2
746,정자2호,경기,수원시,"경기 수원시 장안구 천천동 502-6, 1층"
747,조원1호,경기,수원시,경기 수원시 장안구 조원동 729-12
748,파장,경기,수원시,경기 수원시 장안구 송죽동 216-1
749,수원역,경기,수원시,경기 수원시 팔달구 고등동 86-4
750,아주대,경기,수원시,경기 수원시 팔달구 우만동 85-3 우만동R타워
751,우만1호,경기,수원시,경기 수원시 팔달구 우만동 481
752,인계,경기,수원시,경기 수원시 팔달구 인계동 1118-12
753,화서1호,경기,수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호"
754,화서2호,경기,수원시,경기 수원시 팔달구 화서동 185-3
755,거모,경기,시흥시,경기 시흥시 거모동 1757-1
756,거북섬,경기,시흥시,경기 시흥시 정왕동 2720-6
757,능곡,경기,시흥시,경기 시흥시 능곡동 545
758,매화,경기,시흥시,경기 시흥시 매화동 853-3
759,목감신도시2호,경기,시흥시,경기 시흥시 조남동 657-2
760,목감역,경기,시흥시,경기 시흥시 목감동 410-2
761,배곧신도시1호,경기,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호"
762,배곧신도시2호,경기,시흥시,경기 시흥시 정왕동 2536
763,신천1호(시흥),경기,시흥시,경기 시흥시 신천동 707-50
764,월곶,경기도,시흥시,경기도 시흥시 월곶동 1015-1
765,은계,경기,시흥시,경기 시흥시 은행동 645-5
766,은행1호(시흥),경기,시흥시,경기 시흥시 대야동 580-4
767,장곡,경기,시흥시,"경기 시흥시 장곡동 823-5, 동서빌딩"
768,장현,경기,시흥시,경기 시흥시 장현동 516-1
769,정왕1호,경기,시흥시,경기 시흥시 정왕동 1593-2
770,정왕2호,경기,시흥시,경기 시흥시 정왕동 1859-3
771,정왕3호,경기,시흥시,경기 시흥시 정왕동 1728-12
772,고잔1호,경기,안산시,경기 안산시 단원구 고잔동 756-1
773,고잔2호,경기,안산시,경기 안산시 단원구 와동 720-13
774,선부1호,경기,안산시,경기 안산시 단원구 선부동 1070-2
775,선부2호,경기,안산시,경기 안산시 단원구 선부동 1142-7
776,원곡1호,경기,안산시,경기 안산시 단원구 원곡동 754-6
777,중앙(안산),경기,안산시,경기 안산시 단원구 고잔동 540-7
778,초지역,경기,안산시,경기 안산시 단원구 초지동 592
779,반월,경기,안산시,경기 안산시 상록구 건건동 650-1
780,본오1호,경기,안산시,경기 안산시 상록구 본오동 879-10
781,본오2호,경기,안산시,경기 안산시 상록구 본오동 857-8
782,부곡(안산),경기,안산시,경기 안산시 상록구 부곡동 670-2
783,사동1호,경기,안산시,경기 안산시 상록구 사동 1172
784,사동2호,경기,안산시,경기 안산시 상록구 사동 1418-6
785,월피,경기,안산시,"경기 안산시 상록구 월피동 442-26, 1층"
786,일동,경기,안산시,경기 안산시 상록구 일동 89-3
787,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98
788,안성1호,경기,안성시,경기 안성시 연지동 94
789,안성2호,경기,안성시,경기 안성시 인지동 390-35
790,안성중앙대,경기,안성시,경기 안성시 대덕면 내리 678-8
791,진사리,경기,안성시,경기 안성시 공도읍 진사리 20-30
792,관양,경기,안양시,경기 안양시 동안구 관양동 1724-1
793,비산1호,경기,안양시,경기 안양시 동안구 비산동 566-7
794,평촌1호,경기,안양시,경기 안양시 동안구 평촌동 917-9
795,평촌3호,경기,안양시,경기 안양시 동안구 비산동 1059 층 A동 103호
796,호계1호(안양),경기,안양시,경기 안양시 동안구 호계2동 927-2
797,박달사거리,경기,안양시,경기 안양시 만안구 박달동 85-15
798,석수1호,경기,안양시,경기 안양시 만안구 석수1동 177-6
799,안양1번가,경기,안양시,경기 안양시 만안구 안양동 674-241
800,안양1호,경기,안양시,경기 안양시 만안구 안양동 711-317
801,안양2호,경기,안양시,경기 안양시 만안구 안양동 473-4
802,고읍1호,경기,양주시,경기 양주시 광사동 657
803,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2
804,덕계(양주),경기,양주시,경기 양주시 덕계동 698-5
805,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91
806,덕정1호,경기,양주시,경기 양주시 덕정동 240-27
807,도농1호,경기,남양주시,경기 남양주시 다산동 608
808,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8
809,백석(양주),경기,양주시,경기 양주시 백석읍 복지리 168-3
810,별내2호,경기,남양주시,경기 남양주시 별내동 846-7
811,별내역,경기,남양주시,경기 남양주시 별내동 1006-1
812,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19
813,옥정,경기,양주시,"경기 양주시 옥정동 966-1 (101호, 102호)"
814,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4
815,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1
816,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1
817,창현,경기,남양주시,경기 남양주시 화도읍 창현리 731-3
818,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14
819,평내,경기,남양주시,경기 남양주시 평내동 582-5
820,호평,경기,남양주시,경기 남양주시 호평동 656-1
821,양평,경기,양평군,경기 양평군 양평읍 양근리 183-4
822,여주1호,경기,여주군,경기 여주군 하동 405-4
823,여주대,경기,여주군,경기 여주군 여주읍 점봉리
824,오학,경기,여주군,경기 여주군 오학동 산45-7
825,전곡,경기,연천군,경기 연천군 전곡읍 전곡리 302-11
826,궐동,경기,오산시,경기 오산시 궐동 650-1
827,세마수청,경기,오산시,경기 오산시 수청동 618-1
828,운암2호(오산),경기,오산시,"경기 오산시 오산동 919-3, 102호"
829,원동,경기,오산시,경기 오산시 오산동 881-7
830,강남대,경기,용인시,경기 용인시 기흥구 구갈동 594 강남피아
831,구갈2지구,경기,용인시,경기 용인시 기흥구 구갈동 353-3
832,구성1호,경기,용인시,경기 용인시 기흥구 마북동 370-9
833,동백1호,경기,용인시,경기 용인시 기흥구 동백동 614-5
834,보라,경기,용인시,경기 용인시 기흥구 보라동 581-2
835,보정,경기,용인시,경기 용인시 기흥구 보정동 1204-4
836,용인서천,경기,용인시,경기 용인시 기흥구 농서동 436-3
837,흥덕,경기,용인시,경기 용인시 기흥구 영덕동 994-3
838,동천1호,경기,용인시,경기 용인시 수지구 동천동 941-7
839,상현1호,경기,용인시,경기 용인시 수지구 상현동 3-4
840,상현역,경기,용인시,경기 용인시 수지구 상현동 1160
841,성복,경기,용인시,경기 용인시 수지구 성복동 162-3
842,수지1지구,경기,용인시,경기 용인시 수지구 풍덕천동 29-10
843,수지2지구,경기,용인시,경기 용인시 수지구 풍덕천동 697
844,죽전,경기,용인시,경기 용인시 수지구 죽전동 1151
845,남사,경기,용인시,경기 용인시 처인구 남사면 아곡리 702
846,둔전,경기,용인시,경기 용인시 처인구 포곡읍 둔전리 400-2
847,양지,경기,용인시,경기 용인시 처인구 양지리 454-2
848,용인1호,경기,용인시,경기 용인시 처인구 김량장동 293-24
849,용인2호,경기,용인시,경기 용인시 처인구 마평동 657-14
850,용인모현,경기도,용인시,경기도 용인시 처인구 처인구 모현읍 왕산리 794-20
851,내손갈뫼,경기,의왕시,경기 의왕시 내손1동 755-4 명성프라자
852,백운호수,경기,의왕시,경기 의왕시 학의동 1093-4
853,오전고천,경기,의왕시,경기 의왕시 오전동 276-1
854,의왕역,경기,의왕시,경기 의왕시 장안남북로1길 7
855,인덕원,경기,의왕시,경기 의왕시 포일동 662
856,포일내손,경기,의왕시,경기 의왕시 내손동 669-4
857,금오,경기,의정부시,경기 의정부시 금오동 473-4
858,녹양,경기,의정부시,경기 의정부시 가능동 92-51
859,민락(의정부),경기,의정부시,경기 의정부시 민락동 834-3
860,민락2호,경기,의정부시,경기 의정부시 민락동 902-1
861,신곡,경기,의정부시,경기 의정부시 신곡동 484
862,신곡2호,경기,의정부시,경기 의정부시 신곡동 703-9
863,용현1호,경기,의정부시,경기 의정부시 용현동 18-15
864,의정부역,경기,의정부시,경기 의정부시 의정부동 140-3 미래프라자 1층
865,장암,경기,의정부시,경기 의정부시 신곡동 362-4
866,호원1호,경기,의정부시,경기 의정부시 호원동 466-15
867,회룡역,경기,의정부시,경기 의정부시 호원동 426
868,이천1호,경기,이천시,경기 이천시 영창로 242
869,이천관고,경기,이천시,경기 이천시 관고동 504-6
870,이천마장,경기,이천시,경기 이천시 마장면 오천리 444-1
871,이천하이닉스,경기,이천시,경기 이천시 부발읍 아미리 678-11
872,증포,경기,이천시,경기 이천시 증포동 177-21
873,가람마을,경기,파주시,경기 파주시 와동동 1557-1
874,교하신도시,경기,파주시,경기 파주시 다율동 1001-6
875,금촌1호,경기,파주시,경기 파주시 금촌동 51-8
876,금촌로데오,경기,파주시,경기 파주시 금촌동 986-2
877,문산,경기,파주시,경기 파주시 문산읍 방촌로 1729
878,봉일천,경기,파주시,경기 파주시 조리읍 봉일천리 142-3
879,산내마을,경기,파주시,경기 파주시 목동동 937
880,운정1호,경기,파주시,경기 파주시 동패동 1758
881,갈곶고현,경기,평택시,경기 평택시 갈곶리 239-48
882,고덕1호(평택),경기,평택시,경기 평택시 고덕면 여염리 4434-2
883,동삭1호,경기,평택시,경기 평택시 동삭동 704-4
884,비전1호,경기,평택시,경기 평택시 비전동 829-1
885,비전2호,경기,평택시,경기 평택시 비전동 790-3
886,세교,경기,평택시,경기 평택시 세교동 181-8
887,소사벌,경기,평택시,"경기 평택시 비전동 1015 엘도라도 시티 104호, 105호"
888,송탄1호,경기,평택시,경기 평택시 이충동 664-4
889,송탄2호,경기,평택시,경기 평택시 지산동 714-11
890,안중1호,경기,평택시,경기 평택시 안중읍 현화리 47
891,청북,경기,평택시,경기 평택시 청북읍 옥길리 1158-3
892,팽성1호,경기,평택시,경기 평택시 팽성읍 안정리 20-31
893,포승1호,경기,평택시,경기 평택시 도곡리 1142-16
894,송우,경기,포천시,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층
895,포천,경기,포천시,경기 포천시 신읍동 47-10
896,덕풍1호,경기,하남시,경기 하남시 덕풍동 309-64
897,미사1호,경기,하남시,경기 하남시 망월동 1004-1
898,미사역,경기도,하남시,경기도 하남시 망월동 1098-3
899,신장1호,경기,하남시,경기 하남시 신장동 447-28
900,신장2호,경기,하남시,경기 하남시 천현동 40-13
901,풍산지구,경기,하남시,경기 하남시 덕풍동 809
902,하남감일,경기,하남시,경기 하남시 감이동 525-3
903,남양1호(화성),경기,화성시,경기 화성시 남양읍 남양리 2073-6
904,동탄1능동,경기,화성시,경기 화성시 반송동 70-4
905,동탄1호,경기,화성시,경기 화성시 반송동 42-6
906,동탄2 영천,경기,화성시,경기 화성시 영천동 701-1
907,동탄2목동,경기,화성시,경기 화성시 목동 454-5
908,동탄2산척,경기,화성시,경기 화성시 산척동 산16
909,동탄2청계,경기,화성시,경기 화성시 청계동 536
910,동탄2호,경기,화성시,경기 화성시 반송동 217-6
911,동탄2호수공원,경기도,화성시,경기도 화성시 송동 709-1
912,동탄테크노밸리,경기,화성시,경기 화성시 영천동 797-1
913,발안1호,경기,화성시,경기 화성시 향남면 행정리 426-11
914,병점1호,경기,화성시,"경기 화성시 병점동 379-10 병점프라자 109호, 110호"
915,병점2호,경기,화성시,경기 화성시 진안동 914-1
916,봉담1호,경기,화성시,경기 화성시 상리 26-8
917,송산그린시티,경기,화성시,경기 화성시 새솔동
918,와우리,경기,화성시,경기 화성시 기안동 338-4
919,향남2지구,경기,화성시,경기 화성시 향남읍 하길리 1466
920,화산안녕,경기,화성시,경기 화성시 송산동 158-8
921,경포,강원,강릉시,강원 강릉시 안현동 861-8
922,교동1호(강릉),강원,강릉시,강원 강릉시 교동 1840-1
923,내곡,강원,강릉시,강원 강릉시 내곡동 428-1
924,노암,강원,강릉시,강원 강릉시 노암동 708-1
925,성덕,강원,강릉시,강원 강릉시 입암동 498-13
926,유천,강원,강릉시,강원 강릉시 홍제동 1019-2
927,주문진,강원,강릉시,강원 강릉시 주문진읍 교항리 119-11
928,포남,강원,강릉시,강원 강릉시 포남동 1157-8
929,고성(강원),강원,고성군,강원 고성군 간성읍 하리 18-1
930,봉포,강원,고성군,강원 고성군 토성면 봉포리 166-21
931,묵호,강원,동해시,강원 동해시 부곡동 74-5
932,천곡,강원,동해시,강원 동해시 천곡동 872
933,청운,강원,동해시,강원 동해시 쇄운동 84-5
934,삼척,강원,삼척시,강원 삼척시 남양동 17-2
935,교동(속초),강원,속초시,강원 속초시 교동 974-2
936,동명,강원,속초시,강원 속초시 동명동 1-18
937,조양,강원,속초시,강원 속초시 조양동 1520-10
938,양구,강원,양구군,강원 양구군 양구읍 상리 227-105
939,양양,강원,양양군,강원 양양군 양양읍 남문리 125
940,하조대,강원,양양군,강원 양양군 현북면 하광정리 361-7
941,영월,강원,영월군,강원 영월군 영월읍 하송리 178-2
942,개운,강원,원주시,강원 원주시 개운동 395-23
943,늘품,강원,원주시,강원 원주시 반곡동 1767-54
944,단계,강원,원주시,강원 원주시 단계동 838-4
945,단구,강원,원주시,강원 원주시 단구동 1631-2
946,명륜(원주),강원,원주시,강원 원주시 명륜동 539
947,무실,강원,원주시,강원 원주시 무실동 1664-3
948,문막,강원,원주시,강원 원주시 문막읍 건등리 1705-3
949,우산,강원,원주시,강원 원주시 우산동 818
950,원주기업도시,강원,원주시,강원 원주시 지정면 가곡리 1348-7
951,원주봉화,강원,원주시,강원 원주시 단계동 1173-8
952,일산,강원,원주시,강원 원주시 원동 278-7
953,태장,강원,원주시,강원 원주시 태장동 북원로 2716-1
954,혁신(원주),강원,원주시,강원 원주시 반곡동 1880-7
955,흥업,강원,원주시,강원 원주시 흥업면 흥업리 585-8
956,원통,강원,인제군,강원 인제군 북면 원통리 645-32
957,인제,강원,인제군,강원 인제군 인제읍 인제로 189
958,사북고한,강원,정선군,강원 정선군 사북읍 사북리 344-56
959,석사,강원,춘천시,강원 춘천시 석사동 748-18(33통405)
960,신사우동,강원,춘천시,강원 춘천시 우두동 1052-29
961,장학,강원,춘천시,강원 춘천시 동면 장학리 1003-1
962,춘천교대,강원,춘천시,강원 춘천시 동내면 거두리 912-4
963,춘천시청,강원,춘천시,강원 춘천시 소양로 3가 181-9
964,퇴계2호,강원,춘천시,강원 춘천시 퇴계동 87
965,효자(춘천),강원,춘천시,강원 춘천시 효자동 545-3
966,후평1호,강원,춘천시,강원 춘천시 후평동 836-1
967,후평사거리,강원,춘천시,강원 춘천시 후평1동 693-4
968,태백1호,강원,태백시,강원 태백시 상장동 87-36
969,대관령,강원,평창군,강원 평창군 횡계리 354-8
970,진부,강원,평창군,강원 평창군 진부면 하진부리 152-23
971,휘닉스봉평,강원,평창군,강원 평창군 봉평면 무이리 709
972,홍천,강원,홍천군,강원 홍천군 홍천읍 신장대리 8-9
973,사창,강원,화천군,강원 화천군 사내면 사창리 457-12
974,화천,강원,화천군,강원 화천군 화천읍 하리 44-46
975,횡성,강원,횡성군,강원 횡성군 횡성읍 읍하리 107-48
976,단양,충북,단양군,충북 단양군 단양읍 도전리 523
977,보은,충북,보은군,충북 보은군 보은읍 삼산리 153-2
978,충북옥천,충북,옥천군,충북 옥천군 옥천읍 장야리 289
979,금왕,충북,음성군,충북 음성군 금왕군 무극리 629
980,대소,충북,음성군,충북 음성군 대소면 태생리 539-170
981,음성,충북,음성군,충북 음성군 음성읍 읍내리 354-3
982,음성혁신도시,충북,음성군,충북 음성군 맹동면 두성리 1251
983,장호원감곡,충북,음성군,충북 음성군 감곡면 왕장리 523-8
